10
#n ret_pricer	reprints	num_reprints	gifts	distrib_novelty	tot_points_sale	tot_points_sale_1st_year	weeks_sale	print_run	 total_sales
   19.23	4	16	10	1044	239	224	131	1932	585
   14.42	3	13	6	1227	293	280	153	1893	629
   21.15	2	10	9	1207	315	314	64	1869	808
   19.23	7	1065	19	1102	311	284	95	2475	1529
   21.15	4	57	12	1694	376	359	112	3404	1860
   30.77	8	2747	23	1283	405	393	82	3893	2137
   16.35	4	34	6	1067	276	246	148	1929	981
   16.35	4	1541	7	1185	341	325	109	3377	1549
   23.08	6	1084	9	1190	366	356	89	2932	1564
   26.92	4	625	7	877	140	131	80	1171	622
   13.46	3	15	6	967	287	274	142	1370	925
   14.42	8	2109	8	968	367	346	91	3506	2666
   23.08	4	46	13	1388	301	276	140	2358	1403
   18.27	4	107	9	707	200	195	91	1339	242
   14.42	1	11	7	589	171	163	111	931	251
   21.15	0	0	11	528	173	171	59	920	278
   15.38	3	27	12	680	178	167	119	1392	336
   12.50	3	24	2	673	166	155	117	1384	342
   15.38	5	222	7	818	159	142	141	2022	385
   15.38	3	15	9	771	199	181	134	1395	473
   13.46	4	36	7	1022	219	197	163	1887	530
   13.46	3	23	7	698	226	209	116	935	580
   15.38	5	50	7	973	217	181	162	1850	612
   14.42	5	137	8	819	229	199	150	1437	616
   15.38	1	3	11	601	200	197	66	923	633
   16.35	3	798	11	719	222	215	94	1725	726
   15.38	5	175	8	936	238	211	147	1975	749
   19.23	1	27	10	640	205	193	83	937	763
   17.31	1	11	8	447	148	148	56	744	127
   18.27	4	64	9	906	232	227	88	1376	259
   21.15	1	7	16	640	223	219	64	933	282
   12.50	3	44	9	597	208	182	95	980	549
   21.63	4	31	9	968	273	253	113	1413	1065
   17.31	5	266	6	401	104	99	146	474	22
   13.46	11	218	0	165	17	4	146	285	19
   13.46	3	19	6	193	41	38	105	495	35
   11.54	2	352	6	193	51	49	102	402	52
   11.54	2	22	6	177	54	49	135	382	91
    9.62	3	37	7	260	88	85	81	457	144
   13.46	5	726	9	416	146	140	90	1222	276
   13.46	6	690	13	432	179	131	147	1110	373
   11.54	13	444	0	241	28	3	147	467	4
   11.54	13	484	0	234	28	5	147	499	11
   11.54	4	32	7	232	73	70	93	532	48
    9.62	5	195	6	366	83	71	146	595	84
    9.62	5	35	6	295	97	90	112	655	104
   13.27	3	28	7	393	124	122	56	796	114
   13.27	2	10	7	441	133	131	63	970	157
   15.19	3	22	7	368	113	112	58	750	162
    9.62	4	23	7	298	98	93	83	647	202
    9.62	3	49	6	396	81	68	137	817	242
    9.62	4	40	6	521	173	158	146	880	310
   11.54	5	152	6	529	131	113	107	712	328
   13.46	4	24	6	250	60	52	110	496	36
   16.35	0	0	6	413	89	89	144	977	64
   17.79	0	0	6	472	87	85	130	1050	133
   20.19	0	0	6	502	123	122	111	900	86
   16.35	0	0	6	599	114	111	136	1354	100
   16.35	0	0	7	258	53	52	75	690	128
   17.31	0	0	6	419	84	83	114	801	203
   14.90	0	0	6	731	143	141	145	1377	219
   16.35	0	0	8	467	106	105	124	952	424
   13.46	0	0	8	678	187	184	107	900	104
   19.23	0	0	7	564	130	130	95	899	124
   19.18	0	0	8	764	138	136	114	1468	37
   27.84	0	0	6	928	258	252	112	1455	307
    5.72	1	42	0	1005	137	94	63	943	339
   23.08	0	0	6	860	244	212	147	1825	1145
   14.71	0	0	6	331	82	79	143	825	47
   16.35	1	15	6	314	64	61	133	665	36
   22.02	0	0	7	575	104	102	62	1312	91
    7.21	1	2825	6	1323	107	104	142	4850	85
   19.09	0	0	7	319	66	64	81	600	66
   19.18	0	0	6	845	144	140	144	2025	107
   18.75	0	0	6	892	151	145	144	2025	110
   14.42	1	8	7	550	84	82	93	1400	175
   19.23	0	0	7	416	149	148	59	500	183
   19.23	0	0	7	606	112	105	92	1400	198
   23.99	0	0	7	1085	219	210	144	2012	299
   13.94	0	0	6	665	91	82	139	1825	326
    8.17	0	0	7	356	131	130	59	500	78
    7.69	0	0	7	285	66	62	85	600	107
   17.12	0	0	7	355	51	51	54	710	40
   16.35	8	87	0	30	12	9	133	157	7
   12.50	8	76	0	38	29	18	133	106	46
   11.54	7	67	0	153	77	51	142	1074	183
   11.54	5	40	0	163	81	57	142	1047	248
   11.54	2	10	6	711	144	120	142	1445	525
   14.42	8	83	0	41	20	12	133	163	8
   14.42	10	933	0	49	26	16	133	1029	17
   12.50	3	18	6	868	253	123	130	1518	331
   12.50	10	980	0	218	88	54	136	1457	331
   12.50	1	16	8	575	158	138	84	1010	338
   12.50	9	1230	0	153	91	51	136	1730	376
   12.50	2	56	7	669	175	149	115	1036	417
   12.50	2	33	7	634	199	160	89	1033	419
   12.50	4	65	7	832	262	121	138	1415	500
    9.62	9	832	0	89	61	34	135	982	86
    9.62	0	0	8	604	138	123	84	1020	341
    9.62	1	1	8	604	169	149	84	1021	402
    9.62	2	652	7	677	190	182	58	1732	678
    9.62	9	253	6	894	266	122	138	1603	895
   11.54	8	87	0	31	13	9	133	177	4
   11.54	8	67	0	30	15	9	135	147	4
   12.50	9	457	0	45	21	11	135	810	9
   10.58	7	85	0	39	20	11	126	135	13
   10.58	7	89	0	45	26	13	135	379	15
   11.54	8	111	0	61	33	13	135	211	31
   13.46	9	1307	0	54	28	18	135	1389	33
   12.50	3	69	7	2438	336	309	117	4025	1713
   12.02	5	246	0	45	22	16	133	896	3
    7.69	8	98	0	35	16	9	135	178	6
    7.69	8	127	0	41	19	9	133	197	13
    7.69	5	71	0	45	22	13	133	131	17
   12.50	9	216	0	43	21	13	133	758	17
   14.42	7	115	0	44	20	10	133	215	18
   12.98	6	795	0	62	32	14	134	1091	34
   12.50	3	18	6	460	128	120	103	618	128
   14.42	2	6	7	430	157	156	63	624	141
    9.62	5	79	0	32	14	9	135	219	0
    9.62	6	111	0	14	14	9	135	131	1
    9.62	6	106	0	30	12	8	133	156	2
    9.62	6	97	0	13	13	9	133	127	2
    9.62	6	76	0	13	13	9	133	106	3
    9.62	6	116	0	14	14	9	133	136	4
   12.50	8	81	0	33	14	11	133	121	5
   13.46	8	98	0	38	18	12	135	218	20
   13.46	8	65	0	42	23	13	135	105	21
    9.62	2	17	7	539	131	127	58	1097	201
    9.62	2	6	8	634	193	185	64	1083	293
    9.62	4	185	6	827	248	115	130	1645	301
    9.62	3	64	6	809	157	130	115	1064	358
    9.62	1	12	8	710	238	229	64	1056	455
   11.54	3	47	1	29	23	16	127	57	27
   11.54	4	44	1	60	35	23	141	557	39
   11.54	2	11	1	62	37	24	140	524	60
    9.62	2	25	6	281	138	127	99	625	104
   11.54	2	11	5	187	66	53	141	505	119
   12.50	3	160	4	306	109	92	130	460	121
    9.62	3	229	4	308	107	91	130	569	121
   12.50	1	8	6	296	144	135	84	488	122
    9.62	1	10	5	303	146	144	64	538	136
   12.50	2	22	6	320	140	125	99	582	143
    9.62	1	9	5	275	94	94	58	549	169
    9.62	2	10	7	315	145	132	89	522	181
    9.62	1	8	5	297	145	141	64	531	191
    9.62	1	5	6	299	143	132	84	521	204
    9.62	1	14	6	333	149	136	84	510	215
   12.50	2	27	5	388	160	100	114	551	257
   12.50	1	7	7	323	157	139	89	487	268
   12.50	2	40	4	379	108	94	137	440	276
    9.62	4	57	4	309	104	84	138	457	293
    9.62	1	400	5	284	112	109	58	940	303
   12.50	1	20	7	294	100	86	89	500	349
    9.62	1	15	5	336	114	98	115	555	365
   12.50	2	30	7	356	137	136	62	545	128
   18.27	9	66	7	1247	116	113	129	3054	118
   17.31	9	1482	6	1434	198	195	137	4362	178
   17.31	7	32	10	1778	244	237	140	2816	601
   14.38	0	0	6	297	96	92	132	541	54
   16.30	0	0	6	454	99	96	129	1019	65
   14.38	0	0	6	449	102	98	129	995	78
   19.23	0	0	13	576	152	142	100	1048	393
   11.54	0	0	16	938	120	102	134	1350	202
   14.42	1	60	6	553	90	83	111	1295	203
   13.46	0	0	7	742	169	153	92	1350	208
   11.54	0	0	7	722	228	219	64	1350	219
   11.54	0	0	8	664	130	114	133	1350	247
   11.54	0	0	7	747	239	228	64	1350	259
   15.38	0	0	8	707	287	273	88	1034	304
   15.38	0	0	7	772	158	129	137	1540	393
   17.31	1	3	8	1064	284	254	98	1353	530
   17.31	0	0	9	723	267	255	68	1357	668
   14.42	0	0	7	876	243	166	138	1540	953
   15.38	2	940	19	1495	379	259	115	2290	1225
    9.62	0	0	8	650	196	136	95	1350	311
    9.62	0	0	7	678	179	172	61	1350	399
    9.62	0	0	6	768	201	139	111	1321	486
    9.62	1	900	7	740	195	145	136	2250	1271
   15.38	0	0	5	627	126	118	107	1350	104
   17.31	1	20	7	722	131	114	132	1820	365
   15.38	1	80	6	952	170	156	130	1880	446
   11.54	0	0	2	721	178	162	89	1350	325
   17.79	29	1122	0	112	47	34	136	1153	4
   19.23	30	1895	0	158	61	39	136	1938	6
   17.31	29	705	0	280	174	78	137	730	6
   19.23	30	1571	0	75	33	19	136	1598	8
   16.35	29	775	0	127	42	26	136	834	14
   17.79	30	1440	0	180	99	62	136	1467	16
   16.35	29	633	0	112	45	27	136	661	17
   18.27	29	1050	0	113	58	39	136	1079	24
   22.12	34	1547	0	69	37	23	136	1561	29
   35.58	13	66	0	102	34	21	136	106	29
   20.19	31	1210	0	110	55	39	136	1238	34
   19.71	31	1382	0	160	76	43	136	1395	35
   16.83	35	1664	0	217	125	50	136	1708	37
   19.23	30	2026	0	83	37	23	136	2067	43
   21.15	40	4065	0	201	132	53	136	4111	47
   21.63	36	1184	0	164	118	46	136	1215	47
   16.83	31	544	0	267	137	55	136	553	56
   13.46	25	1088	0	98	54	42	135	1117	66
   16.83	32	1120	0	81	58	42	136	1161	71
   15.87	32	842	0	231	145	59	137	867	71
   21.63	30	242	1	101	69	49	136	257	74
   19.23	30	1347	0	227	127	42	136	1387	77
   18.27	34	1078	0	143	65	44	136	1135	88
   19.23	33	1586	0	249	138	53	136	1634	89
   15.38	32	890	0	140	76	46	136	932	90
   19.23	32	331	0	116	64	44	136	352	92
   21.15	30	939	0	137	76	50	136	982	93
   19.23	32	558	0	216	134	61	136	592	94
   22.12	27	177	0	109	73	50	132	195	97
   16.83	30	1483	0	295	140	68	136	1505	98
   17.79	32	466	0	111	72	50	136	501	116
   17.79	35	605	0	139	77	54	136	641	123
   21.63	32	1015	0	199	129	47	136	1053	128
   17.31	30	1044	0	323	147	71	137	1095	138
   16.83	26	629	0	158	82	51	136	672	145
   16.83	35	1435	0	186	110	35	136	1485	146
   18.27	31	449	0	170	89	58	136	493	147
   24.04	24	277	0	194	104	78	136	282	147
   18.27	32	577	0	217	134	51	136	616	156
   17.31	28	581	0	115	78	41	136	608	159
   19.23	34	478	0	204	104	75	136	491	161
   16.83	28	1107	0	198	88	68	136	1143	167
   16.83	28	371	0	192	82	55	136	382	234
   25.00	4	62	9	626	191	189	56	1262	249
   14.42	9	34	9	605	197	184	95	1048	257
   22.12	6	26	8	735	217	214	55	1446	267
   22.12	5	75	8	747	249	246	58	1203	271
   15.38	31	1164	1	248	171	84	136	1192	272
   21.15	5	23	8	599	204	202	61	1138	290
   20.19	8	431	6	808	213	199	110	1501	294
   17.79	8	48	6	838	244	231	112	1545	297
   17.79	10	152	8	652	214	202	118	1212	320
   17.31	8	53	9	843	210	200	132	1513	338
   20.19	6	29	10	698	239	234	64	1167	344
   17.31	32	1427	0	197	153	49	136	1449	374
   19.23	9	66	6	1023	279	231	136	2045	378
   22.12	6	838	7	476	234	231	61	1247	380
   19.23	34	1153	0	238	160	80	136	1187	408
   26.92	6	889	8	768	261	207	85	1461	466
   21.15	9	43	9	734	233	217	115	1102	639
   33.65	6	21	8	666	231	208	106	921	654
   27.88	9	989	7	918	303	286	113	1489	755
   17.79	6	43	10	946	290	280	82	1528	795
   25.00	13	2044	11	1286	436	402	136	4058	2215
   14.42	24	2374	0	51	20	15	114	2407	0
   18.27	25	1218	0	98	19	10	136	1287	5
   19.23	29	315	0	124	46	42	136	334	17
   14.42	27	1553	0	44	29	19	132	1571	29
   14.42	32	1351	0	130	63	44	135	1368	55
   17.31	31	1110	0	125	15	11	131	1193	58
   14.42	5	19	7	378	79	78	55	968	60
   19.23	25	381	0	159	58	38	135	405	110
   17.31	8	29	9	721	145	141	99	1469	143
   17.31	7	41	10	943	217	216	81	1506	193
   16.35	13	97	6	796	140	132	137	1861	216
   19.23	8	107	9	1201	274	270	89	1510	227
   17.31	8	61	7	811	187	184	100	1501	303
   19.23	9	45	6	729	192	188	107	1197	313
   14.42	5	37	7	533	139	137	56	986	331
   17.31	11	65	6	1335	239	228	136	2815	484
   15.38	8	39	8	806	163	155	109	1179	667
   18.27	10	80	8	709	156	144	87	1400	730
   12.50	26	1407	0	94	23	16	136	1462	0
   11.54	19	1524	0	56	30	24	132	1539	1
   11.06	25	716	0	87	39	31	136	734	1
   12.02	22	1305	0	81	39	29	136	1327	6
   11.54	23	1564	0	102	28	15	136	1630	10
   13.46	26	653	0	54	36	25	132	677	10
   11.54	26	1360	0	135	36	25	135	1431	16
    9.13	23	561	0	158	44	38	132	593	17
   10.58	25	512	0	96	40	28	136	533	23
   12.50	28	810	0	97	44	31	135	834	25
   12.98	27	1231	0	93	41	30	136	1252	29
    9.13	25	722	0	91	39	28	136	758	47
   11.54	23	541	0	118	71	39	132	563	59
   11.54	25	1657	0	74	43	29	136	1680	60
   10.58	24	299	0	97	63	42	136	316	78
   13.46	26	418	0	113	41	30	136	433	4
   12.98	23	520	0	130	58	40	135	544	24
   17.31	29	1037	0	127	81	61	136	1048	116
   21.15	28	3263	0	50	15	12	105	3294	1
   22.60	30	1028	0	213	68	43	136	1059	219
   24.04	1	53	0	14	10	7	110	62	1
   22.12	1	17	0	17	9	7	115	28	4
   17.31	1	55	0	23	10	8	112	147	13
   24.04	0	0	8	309	116	115	60	392	141
   24.04	10	409	9	430	185	176	130	725	688
   22.54	0	0	0	2	2	1	94	21	1
   21.67	0	0	0	1	1	0	0	14	1
   17.34	1	2	0	3	3	3	49	17	1
   19.04	1	10	0	1	1	0	0	11	1
   10.48	1	1	0	14	6	4	96	87	3
   24.27	2	2	0	7	7	2	103	8	3
   19.71	0	0	0	15	7	5	98	25	3
   20.10	3	61	0	9	6	6	114	74	7
   14.33	3	16	0	13	9	8	92	17	7
   12.98	4	33	0	38	14	13	96	235	9
   14.33	1	3	0	16	8	8	108	77	10
   12.98	4	23	0	39	17	12	96	264	12
   18.75	3	78	0	14	11	7	123	81	12
    8.99	1	100	0	8	7	4	91	102	27
   13.59	1	1	0	27	15	8	119	54	30
   20.19	4	19	0	39	21	12	120	214	56
   20.19	3	13	0	37	26	18	94	93	85
   14.33	1	150	6	133	79	70	110	155	109
   14.90	1	200	7	236	117	117	72	500	123
   18.17	4	15	0	26	14	11	114	103	1
   14.42	0	0	0	3	3	2	62	2	2
   18.17	4	18	0	24	11	11	89	137	3
   15.89	1	1	0	4	4	4	76	4	3
   16.35	2	2	0	6	6	5	66	7	5
   13.37	1	50	0	2	2	1	88	69	5
   10.48	2	134	0	20	14	9	124	150	35
   11.54	0	0	7	161	58	53	93	400	54
   27.88	0	0	8	182	70	70	63	300	109
   30.77	0	0	6	260	86	82	111	600	195
   11.54	0	0	6	271	86	81	111	400	218
   15.63	2	300	6	181	81	71	109	450	252
   22.02	3	63	0	13	11	8	122	80	3
   10.48	2	61	0	14	12	7	116	72	20
    9.52	3	209	6	142	77	70	122	221	55
   14.33	2	158	6	133	71	66	117	201	77
   17.21	0	0	6	158	78	74	108	250	96
   13.46	0	0	6	214	85	81	110	300	107
   18.27	0	0	0	190	64	63	95	500	167
   13.32	1	100	6	215	89	83	111	400	247
   15.48	0	0	0	3	3	2	94	11	1
   20.19	0	0	0	2	2	1	101	4	2
   18.75	1	10	0	5	5	2	101	11	5
    9.24	1	30	0	5	4	2	108	43	0
   20.81	0	0	0	1	1	1	0	18	1
   12.13	0	0	0	13	5	4	89	52	1
   14.45	1	2	0	4	3	3	18	3	1
    9.24	0	0	0	14	6	6	89	27	1
    8.38	0	0	0	1	1	1	29	5	1
   12.71	2	51	0	5	4	2	83	55	2
   13.59	0	0	0	15	7	6	89	49	2
   10.98	0	0	0	15	7	6	89	56	2
    7.22	2	31	0	4	4	4	33	43	2
   12.71	1	1	0	5	4	2	93	14	3
    8.38	1	10	0	3	3	2	102	17	4
    7.22	1	50	0	5	4	1	83	60	4
    9.83	0	0	0	19	8	6	101	43	5
   13.59	1	2	0	7	4	3	114	9	6
   20.19	1	1	0	18	9	5	115	59	6
    9.24	0	0	0	4	3	2	58	9	8
    9.24	2	11	0	19	9	8	93	47	8
   17.34	0	0	0	6	4	2	112	14	8
    9.83	1	50	0	8	6	3	111	56	17
   15.29	2	42	0	10	9	5	92	57	24
   10.69	2	45	0	16	8	5	87	46	31
    8.38	1	40	0	8	6	3	113	47	35
   13.46	0	0	0	11	8	4	111	50	46
    9.23	1	20	0	24	9	6	87	50	48
   20.22	1	1	0	18	9	7	89	36	3
   11.56	3	4	0	16	7	6	120	51	3
   12.42	2	3	0	5	4	2	120	21	3
    9.13	0	0	0	3	3	0	48	11	9
   16.76	2	2	0	11	11	6	120	16	12
   17.34	0	0	0	3	3	2	38	18	2
   12.26	0	0	0	3	3	2	38	9	2
    9.13	0	0	0	2	2	1	12	12	2
   12.40	1	3	0	3	3	2	38	14	2
   12.98	0	0	0	14	6	5	89	32	3
   11.54	0	0	0	2	2	1	38	10	5
   15.03	0	0	0	1	1	0	0	4	1
   10.10	0	0	0	7	7	3	110	9	7
   18.17	1	1	0	9	8	6	121	11	9
    9.52	0	0	0	14	6	6	84	15	2
   11.44	0	0	0	4	4	2	115	13	2
   11.44	0	0	0	4	4	2	111	16	4
   11.06	0	0	0	6	6	6	47	9	6
   13.37	0	0	0	4	3	3	61	10	9
   17.21	1	20	0	7	7	3	109	22	10
   18.27	0	0	0	2	2	1	109	9	3
   10.10	0	0	0	1	1	1	44	14	1
   15.38	0	0	0	3	3	3	85	3	2
   15.38	0	0	0	5	5	5	44	3	2
   13.59	0	0	0	1	1	1	45	1	1
   12.13	0	0	0	2	2	2	44	2	1
   10.98	0	0	0	5	1	1	62	5	1
   11.54	0	0	0	10	5	4	110	50	39
   11.54	0	0	7	95	47	45	93	200	28
   19.23	0	0	7	88	46	45	84	200	33
   48.08	0	0	6	509	91	78	141	1000	262
   16.35	0	0	6	838	147	144	137	1920	60
   19.23	0	0	7	441	91	90	93	915	177
   19.23	0	0	6	1012	192	184	138	1930	382
   15.38	0	0	6	366	79	78	89	1356	79
   14.42	0	0	6	663	85	80	122	1895	83
   15.38	0	0	8	434	130	130	57	500	198
   17.31	0	0	6	658	152	150	134	800	86
   13.46	0	0	6	570	85	76	120	1302	123
   17.31	0	0	7	462	106	87	85	875	309
   14.42	0	0	7	262	115	113	76	400	122
   14.42	0	0	6	438	113	104	127	850	260
   19.13	0	0	6	443	107	102	113	836	134
   17.31	0	0	7	631	166	166	59	880	184
   15.38	0	0	6	618	142	134	109	875	198
   17.31	0	0	7	550	142	128	95	875	227
   17.31	0	0	8	664	193	191	58	882	368
   13.46	0	0	6	325	52	48	111	850	25
   16.35	0	0	6	448	99	95	104	1000	328
   11.54	1	30	6	419	86	77	107	880	65
   13.46	0	0	8	682	249	235	92	875	283
   13.46	1	875	7	823	244	218	94	1745	661
   12.02	4	1959	6	729	123	113	130	3908	146
   12.02	5	1945	6	743	121	114	134	3850	162
   12.02	5	2005	6	755	135	126	133	3963	171
   12.02	5	1991	6	767	135	127	133	3937	203
   12.02	2	1001	4	88	16	15	90	1967	10
   12.02	3	24	4	192	72	70	126	1003	58
   12.02	3	978	4	190	70	68	126	1942	69
   12.02	3	1008	4	269	86	84	130	1998	117
   12.02	2	18	3	86	44	42	130	965	72
   12.02	3	971	3	85	42	39	130	1927	82
   12.02	3	986	3	107	56	53	131	1972	109
   12.02	3	977	3	106	56	54	133	1946	119
   12.02	3	983	0	869	3	2	123	1956	37
   12.02	2	12	0	896	5	4	123	904	38
   12.02	2	16	0	963	4	3	123	976	40
   12.02	2	3	0	974	7	6	128	971	41
   15.38	0	0	7	247	78	78	58	500	94
   15.38	4	75	6	372	109	100	131	545	234
   17.31	0	0	266	574	130	124	79	800	359
   17.31	0	0	6	136	72	65	124	135	35
   17.31	0	0	6	290	60	52	120	770	91
   17.31	0	0	9	376	111	109	70	650	119
   14.42	3	20	0	26	18	11	118	21	4
   14.42	2	9	0	22	14	8	118	19	6
   34.62	6	33	0	34	23	18	125	36	10
   14.42	5	27	0	21	13	9	123	28	13
   21.15	3	35	0	27	20	13	117	36	13
   14.42	6	168	0	34	22	15	122	170	21
   38.46	5	58	0	44	29	20	112	59	28
   16.83	5	348	7	157	100	24	125	352	73
   16.35	18	252	0	170	95	59	123	276	245
   17.31	0	0	0	8	7	3	109	11	3
   34.62	5	57	0	17	11	9	109	65	7
    9.62	4	49	6	488	74	73	97	948	145
   18.27	5	55	0	53	27	17	125	58	17
   21.92	0	0	8	541	141	133	117	1000	291
   18.27	1	20	0	10	8	4	117	41	3
   14.42	3	72	0	43	12	9	121	92	0
   16.83	3	17	0	25	14	10	87	20	1
   11.54	3	62	0	45	14	8	120	73	2
   17.79	3	41	0	35	23	19	121	46	4
   22.12	3	27	0	22	12	9	86	28	7
   15.87	3	71	1	55	27	18	121	83	16
   12.02	2	7	0	35	24	20	121	19	10
   10.58	3	22	0	26	16	13	125	23	12
   10.67	5	42	0	39	26	20	125	43	18
   11.44	4	34	0	38	25	15	125	35	24
   12.98	4	35	0	32	19	16	124	37	27
   10.67	7	48	0	70	37	27	122	68	45
   19.23	5	44	0	35	20	14	125	46	22
   14.33	3	267	0	177	46	25	125	343	24
   16.35	1	50	9	441	192	191	72	554	115
    9.62	3	80	0	51	29	23	121	89	2
   17.79	3	155	0	59	24	18	126	166	15
   20.67	3	202	0	147	61	43	124	231	25
   15.87	3	59	0	68	30	20	124	69	28
    9.52	5	49	0	47	33	25	123	51	33
   10.19	5	69	0	92	34	24	121	84	57
   10.38	1	10	0	42	25	16	111	26	4
    4.81	4	45	0	23	19	13	121	51	37
   12.98	3	58	0	29	14	11	117	61	5
   15.19	3	50	0	35	12	10	117	61	5
   13.46	10	124	0	100	65	52	123	129	120
   17.31	7	200	0	120	74	60	125	207	148
   13.94	10	218	0	113	77	57	125	219	197
    5.29	0	0	0	3	3	3	50	1	0
    5.29	2	3	0	27	12	10	102	4	2
    9.13	3	61	0	44	23	18	124	69	2
   11.54	5	64	0	57	26	23	123	91	85
   11.54	3	200	0	148	44	27	126	266	222
   13.46	21	1097	1	228	115	82	126	1155	979
   11.54	1	58	0	47	21	14	115	61	49
   11.54	0	0	4	126	48	45	125	300	67
   17.31	4	21	0	15	10	7	121	23	15
   12.02	3	104	0	58	17	13	123	127	6
   12.98	3	29	0	22	14	9	120	30	2
   12.98	3	32	0	31	11	10	87	34	2
   12.98	4	22	0	8	6	3	125	23	2
   13.94	3	64	0	25	16	10	117	66	1
   13.94	4	68	0	48	17	9	124	81	2
   13.94	1	3	0	7	4	3	44	6	1
   13.94	1	10	0	8	7	4	109	14	2
   13.94	2	26	0	10	7	3	109	27	2
   11.06	3	20	0	26	15	11	94	22	2
   13.46	3	284	0	145	44	33	125	344	46
   14.90	0	0	6	432	83	81	104	900	84
   14.42	0	0	7	423	91	90	57	925	93
   11.54	1	10	0	8	7	4	109	15	2
   10.87	2	6	0	6	6	2	94	7	6
   11.06	2	12	0	11	10	4	101	14	10
   14.90	1	60	6	269	78	75	106	560	116
   10.87	1	5	0	2	2	0	60	7	3
    3.37	2	8	0	6	3	2	67	10	1
    3.37	1	3	0	8	4	2	72	5	1
    3.37	1	10	0	8	4	2	69	13	2
    3.37	2	5	0	5	3	2	47	6	2
    3.37	0	0	0	3	3	1	27	10	1
    3.37	0	0	0	1	1	0	0	1	1
    3.37	0	0	0	1	1	0	0	1	1
    3.37	1	4	0	2	2	0	26	5	2
    9.52	2	9	0	23	14	7	107	11	7
    9.62	0	0	7	448	124	120	119	1000	209
    4.81	0	0	0	8	7	7	57	25	11
    5.72	1	101	6	769	117	109	127	1037	562
   11.49	0	0	0	132	3	1	121	130	24
   16.83	0	0	0	179	2	0	113	178	33
    5.77	0	0	0	117	4	0	124	114	0
   17.31	0	0	6	261	67	64	103	555	52
   14.38	1	50	6	115	46	45	99	172	42
   13.46	0	0	0	452	32	32	85	836	130
   18.27	1	1	0	26	14	10	119	101	1
   18.27	0	0	0	27	15	11	91	100	4
   18.27	1	1	0	33	21	15	115	101	5
   18.27	1	2	0	32	19	14	114	102	6
   18.27	1	3	0	37	23	16	107	93	9
   18.27	1	2	0	42	26	20	117	102	14
   18.27	0	0	7	278	81	80	65	600	56
   18.27	0	0	6	323	93	89	119	700	67
   18.27	0	0	6	319	86	80	111	600	68
   18.27	0	0	6	487	85	83	109	600	79
   18.27	0	0	9	351	116	115	80	600	102
   18.27	1	2	0	79	43	34	118	252	126
   18.27	0	0	7	454	137	136	62	976	136
   18.27	0	0	7	335	121	121	55	600	146
   18.27	1	4	7	345	110	108	87	600	174
   18.27	0	0	0	353	109	105	81	600	174
   18.27	0	0	7	410	170	163	59	600	234
   18.27	0	0	8	421	155	149	99	600	237
   18.27	0	0	9	442	137	135	91	600	245
   18.27	1	500	7	542	237	235	56	1100	394
   16.35	0	0	0	22	10	9	88	450	1
   16.35	0	0	0	22	10	9	88	54	1
   18.27	1	50	0	36	9	8	115	66	1
   18.27	0	0	0	18	6	6	88	50	1
   18.27	0	0	0	20	8	7	88	28	3
   21.15	1	1	0	32	19	18	110	301	4
   18.27	0	0	0	23	11	10	112	63	5
   18.27	0	0	0	27	15	11	102	100	5
   18.27	0	0	0	22	10	8	88	100	6
   18.27	1	4	0	42	25	20	105	204	6
   18.27	0	0	0	37	20	13	108	99	7
   18.27	0	0	0	29	16	15	90	150	7
   18.27	1	1	0	30	18	13	119	154	7
   17.31	0	0	0	23	11	9	117	40	9
   18.27	1	1	0	26	14	9	119	52	10
   18.27	0	0	0	19	7	6	92	100	11
   18.27	1	5	0	40	23	0	118	153	23
   18.27	0	0	7	277	69	67	56	604	52
   18.27	0	0	6	265	69	66	119	600	53
   18.27	0	0	0	255	62	58	88	600	74
   18.27	0	0	5	223	52	50	109	600	78
   18.27	0	0	7	240	60	57	74	400	79
   18.27	0	0	7	314	109	108	91	600	92
   18.27	0	0	6	243	65	54	109	600	93
   18.27	0	0	14	296	74	71	77	600	97
   18.27	0	0	7	328	84	81	63	622	101
   18.27	0	0	7	311	93	93	54	602	111
   18.27	0	0	0	259	70	61	81	600	124
   18.27	0	0	7	305	91	89	66	600	135
   18.27	0	0	6	234	53	46	115	600	154
   18.27	0	0	7	298	107	103	98	600	162
   18.27	0	0	0	429	109	107	78	600	176
   18.27	0	0	5	267	86	80	99	300	100
   14.42	0	0	1	8	6	6	47	135	1
   23.08	7	154	0	110	28	11	114	160	5
   17.31	0	0	0	266	68	63	98	580	41
   26.92	11	374	0	96	61	50	118	592	68
   24.04	12	212	0	77	50	28	115	220	115
   13.46	5	67	0	44	24	17	116	182	16
   14.42	9	128	0	55	33	21	117	247	17
   13.46	9	85	0	63	33	24	117	179	21
   15.38	8	311	0	254	25	17	113	446	28
   14.42	7	457	0	72	48	34	117	495	69
   17.31	1	2	7	426	132	131	66	716	90
   17.31	1	90	6	293	97	92	113	660	102
   17.31	2	72	12	442	144	125	118	768	292
   17.31	2	144	1	480	71	69	88	744	436
    6.73	1	32	0	37	6	1	103	57	1
   14.42	8	168	0	179	24	16	114	241	10
   14.42	9	222	0	226	24	15	117	299	13
   14.42	10	227	0	74	25	18	108	240	25
   17.31	5	210	0	47	35	27	118	214	29
   14.42	9	41	2	53	29	22	116	74	41
   12.50	6	126	0	51	22	13	115	128	42
