10
#n ret_pricer	reprints	num_reprints	gifts	distrib_novelty	tot_points_sale	tot_points_sale_1st_year	weeks_sale	print_run	 total_sales
   21.15	0	0	6	253	66	53	137	400	120
   18.27	0	0	6	175	74	58	150	200	121
   15.38	0	0	6	163	63	45	162	300	124
   18.27	0	0	6	190	69	53	157	300	128
   17.31	1	106	6	226	92	77	184	276	129
   15.38	0	0	6	252	83	67	112	300	137
   14.42	0	0	8	278	74	61	129	400	137
   17.31	0	0	6	204	70	61	108	300	144
   18.27	0	0	7	236	87	77	94	300	147
   13.46	2	150	7	337	94	85	97	450	151
   15.38	0	0	6	282	84	68	134	400	158
   21.15	3	50	7	263	114	103	79	350	166
   12.50	0	0	6	269	74	64	147	400	169
   17.31	0	0	6	239	98	79	100	300	174
   19.23	1	24	7	263	93	81	92	324	179
   14.42	0	0	1	233	88	58	143	400	179
   17.31	1	25	6	217	94	70	117	325	188
   16.35	0	0	12	196	79	63	200	252	203
   19.23	0	0	7	359	130	129	60	500	206
   18.27	0	0	6	226	79	64	178	250	208
   23.08	2	100	6	241	108	65	160	350	215
   17.31	0	0	6	276	85	58	147	400	218
   18.27	0	0	6	261	115	79	150	300	245
   15.38	3	275	6	219	103	69	198	475	248
   11.54	1	100	6	206	92	69	169	350	252
   18.27	0	0	8	376	151	148	57	500	265
   21.15	0	0	7	261	96	75	134	500	275
   18.27	1	25	7	355	123	120	58	425	280
   19.23	4	65	6	272	122	89	129	365	296
   20.19	5	450	12	209	111	82	169	650	297
   15.38	2	175	6	254	123	94	196	425	328
   23.08	3	125	7	271	115	72	163	425	335
   17.31	2	106	7	388	144	140	56	506	346
   18.27	4	180	6	727	86	64	142	580	432
   17.31	2	200	6	371	140	109	195	600	440
   14.42	4	529	9	430	179	169	55	929	456
   17.31	10	690	8	335	170	100	120	990	723
   14.42	13	1592	6	813	239	140	192	1892	1731
   25.00	10	1100	11	659	291	286	55	2100	1866
   15.38	13	2014	10	974	325	241	108	2714	2490
    3.85	0	0	0	11	7	2	156	20	8
   17.31	0	0	0	76	47	0	120	200	78
   16.35	1	230	6	223	91	71	162	480	158
   18.27	1	25	6	236	76	61	158	325	278
   19.23	2	75	6	300	95	79	147	375	288
   17.31	3	75	7	294	133	86	124	475	382
   14.42	4	272	7	449	173	108	174	772	677
   14.42	12	749	6	289	153	76	161	949	732
   19.23	0	0	6	159	63	54	183	300	90
   19.23	0	0	6	199	67	58	177	1600	143
   19.23	0	0	6	298	99	83	134	500	61
   19.23	0	0	7	250	84	71	133	500	74
   19.23	1	100	6	319	121	109	139	500	84
   19.23	1	100	6	303	125	112	139	500	102
   19.23	1	20	6	258	100	89	106	320	119
   19.23	3	150	8	436	173	172	55	550	275
    8.65	1	100	9	223	86	81	72	400	106
    8.65	1	0	7	260	82	72	82	400	144
    8.65	0	0	7	276	85	71	92	400	154
    8.65	0	0	6	266	86	61	109	500	173
    8.65	0	0	6	343	87	59	119	800	214
    8.65	0	0	6	345	81	53	127	800	216
    8.65	0	0	7	448	100	67	134	1000	281
    8.65	0	0	5	526	112	76	137	1000	400
   14.42	1	50	6	174	52	40	119	250	66
   14.42	0	0	6	188	67	54	111	250	57
   13.46	2	125	7	257	87	80	93	375	60
   43.27	1	79	6	69	45	37	98	149	14
   46.15	1	80	6	69	43	38	91	150	19
   43.27	1	50	6	71	47	43	102	150	29
   37.50	1	50	5	120	63	59	64	200	82
   15.38	1	50	5	187	74	65	85	250	127
   11.54	1	4	7	117	51	51	54	219	106
   13.46	2	7	6	203	76	73	146	282	26
   13.46	1	4	7	139	59	55	94	264	28
   17.31	2	7	6	278	122	119	112	407	36
   11.54	2	7	6	185	65	64	106	347	40
    9.62	1	4	7	172	83	83	66	243	50
   17.31	1	3	7	244	76	75	75	453	52
   11.54	2	7	7	122	49	45	91	177	52
   17.31	2	5	6	267	71	66	143	585	53
   15.38	2	7	6	261	92	87	165	457	53
   15.38	1	4	9	254	84	79	76	454	54
   15.38	2	7	6	301	87	84	140	607	55
   15.38	2	5	7	289	97	96	81	445	56
   17.31	2	5	7	275	73	70	88	645	59
   17.31	1	4	7	354	144	143	62	629	66
   13.46	3	37	6	139	73	72	122	177	67
   12.50	2	7	6	298	95	87	151	507	72
   17.31	1	4	9	329	125	125	60	454	92
   14.42	1	4	6	285	107	98	191	404	114
   17.31	2	7	6	312	108	103	179	507	115
   15.38	2	6	6	259	95	91	143	406	123
   17.31	2	5	7	303	103	101	91	455	145
   11.54	3	22	6	274	115	111	120	322	148
   15.38	1	4	6	463	145	121	200	794	262
   17.31	2	5	6	440	145	135	199	745	198
   15.38	1	4	6	458	149	141	184	504	205
   22.12	4	548	8	560	155	154	90	1674	67
   15.38	3	26	9	500	144	141	80	986	218
   15.87	2	28	13	603	192	185	87	978	230
   16.35	1	14	6	953	208	200	106	2018	273
   18.27	2	22	7	861	223	214	93	1570	276
   19.46	6	1169	6	636	198	188	189	2175	293
   15.58	1	38	9	614	220	218	64	998	296
   20.19	4	30	10	695	201	185	135	999	352
   18.27	4	794	7	636	172	167	187	1638	372
   12.50	2	19	11	676	213	209	81	969	429
   18.27	4	598	7	1093	175	173	82	1759	443
   14.42	4	51	6	912	211	203	162	2067	471
   23.08	1	14	7	769	272	266	67	1035	508
   17.31	3	33	9	850	258	248	97	1256	626
   22.12	2	13	11	812	251	233	112	1216	661
   15.87	2	17	9	717	196	179	114	1028	706
   13.41	3	42	0	633	196	157	199	1134	745
   22.12	4	126	8	830	264	228	164	1454	786
   14.42	4	1534	50	1152	297	277	126	2994	1045
   20.19	9	3333	14	3030	402	385	136	5238	1584
   17.31	4	1564	18	2730	568	547	83	6525	2888
   15.38	6	1654	8	2819	502	435	158	4722	3895
   10.10	3	20	6	782	226	216	165	1040	289
   10.10	1	54	8	850	277	274	58	1554	446
   10.58	3	1052	7	644	233	225	80	2060	1090
   13.46	1	1	4	304	86	81	128	1001	65
   15.38	2	2	4	213	60	54	154	1046	66
   23.03	2	2	5	391	110	100	167	982	135
   17.31	3	16	6	897	225	214	100	2031	332
   19.23	4	40	7	902	250	240	134	1040	354
   21.15	1	17	8	658	221	220	56	1163	363
   30.77	2	14	8	778	222	214	100	1226	365
   26.92	4	1534	6	973	237	227	153	2014	443
   22.12	3	15	6	1142	299	283	151	2015	463
   14.42	1	51	7	618	257	252	61	1065	478
   22.12	4	1008	7	902	311	296	107	1778	533
   10.58	2	1007	7	875	251	227	75	2007	703
   17.79	3	21	7	1083	257	243	144	1993	706
   19.23	5	1501	3	1072	293	279	107	2101	787
   16.35	2	651	8	741	283	280	60	1643	829
   28.80	3	863	8	895	318	311	64	1193	891
   19.23	4	1813	6	1089	274	261	152	2013	899
   15.38	2	12	6	659	208	198	106	1018	144
   15.38	1	1	0	614	154	152	109	1030	123
   16.35	3	11	10	659	196	192	93	1226	149
   14.42	3	114	6	1208	202	195	183	3239	161
   14.42	3	11	6	656	181	176	162	1033	215
   15.38	3	8	6	745	238	230	151	978	277
   14.42	3	8	7	708	198	192	151	1043	280
   13.46	2	5	7	761	266	252	128	1008	670
   33.65	6	1206	6	331	121	117	139	2043	167
   12.50	1	100	6	82	26	24	157	300	9
   11.54	0	0	8	94	40	37	84	225	15
   12.50	0	0	6	96	37	34	145	235	16
   11.54	0	0	7	142	39	39	56	260	64
   17.50	0	0	6	230	68	67	156	340	76
   11.54	0	0	6	103	46	43	179	180	77
   12.50	0	0	6	149	49	48	100	201	106
   11.54	1	90	6	194	44	41	136	270	139
   10.00	0	0	7	94	39	38	161	140	42
   14.42	0	0	6	97	35	35	99	208	17
   19.23	0	0	6	213	59	56	194	288	42
   12.50	0	0	7	102	35	33	161	180	47
   13.46	1	225	7	228	58	57	75	450	195
   12.50	2	446	7	175	60	52	157	606	557
   14.42	0	0	6	117	38	38	106	216	30
   11.54	0	0	6	86	28	27	118	160	14
   11.54	0	0	6	119	36	36	113	210	25
   18.27	0	0	6	382	45	42	161	900	42
   19.23	1	200	6	293	52	49	144	400	43
   14.42	1	150	6	213	34	32	138	250	44
   19.23	0	0	6	244	63	60	183	400	50
   11.54	1	50	7	347	107	106	71	960	72
   15.38	0	0	6	758	124	119	199	1820	75
   17.31	1	150	7	271	45	44	77	300	103
   19.23	2	22	6	450	122	117	204	922	110
   18.27	2	25	6	461	125	121	201	925	122
   18.27	3	533	6	234	83	77	201	917	125
   18.27	1	300	6	651	75	70	161	1800	173
   18.27	2	500	7	655	128	126	78	1800	226
   18.75	1	500	6	1031	125	121	113	1700	343
   17.31	1	497	7	606	48	47	81	697	352
   17.31	2	460	8	366	133	131	123	860	357
   18.27	1	900	9	1865	243	234	81	1900	1183
   17.31	1	500	6	447	102	92	135	1500	293
   18.27	1	300	7	1050	198	193	97	1800	415
   14.42	1	150	6	157	8	8	114	200	27
   14.42	1	150	6	172	15	15	174	200	33
   14.42	1	150	6	18	8	8	126	200	41
   14.42	1	150	6	156	7	7	83	200	42
   14.42	1	150	7	9	9	9	66	200	45
   14.42	1	150	6	170	15	15	185	202	46
   14.42	1	150	6	30	17	17	198	200	46
   14.42	1	150	6	14	10	10	145	200	54
   14.42	1	149	6	166	13	13	121	199	63
   14.42	1	150	0	150	1	1	91	200	90
   17.31	0	0	7	157	37	36	82	150	35
   18.22	0	0	6	565	143	135	184	952	137
   18.22	0	0	6	895	306	299	146	902	147
   20.14	0	0	6	719	195	191	115	868	182
   18.22	0	0	6	778	206	202	200	951	202
   18.22	0	0	6	781	224	218	169	952	303
   20.14	0	0	9	675	195	193	63	891	365
   21.11	0	0	7	677	204	202	57	990	453
   19.18	0	0	6	777	210	198	117	1152	511
   18.22	0	0	6	691	192	177	166	950	685
   20.14	0	0	7	498	145	97	134	1018	717
   18.22	0	0	7	357	170	116	135	1025	748
   20.14	1	30	6	920	251	236	204	1203	1037
   18.22	2	1004	8	726	312	257	140	1981	1667
   18.22	0	0	8	3956	371	332	134	5832	4769
   18.22	0	0	8	6230	448	409	161	7950	5729
    5.72	0	0	0	3	2	1	165	23	10
   23.03	0	0	8	600	181	174	80	1046	244
   19.18	0	0	9	1124	271	267	85	1954	245
   27.84	0	0	6	851	250	241	118	1540	772
   23.03	1	414	6	1098	275	253	187	1950	840
   23.03	0	0	6	1313	288	274	163	2060	880
    5.72	5	1887	0	1195	154	104	79	2195	1144
    5.72	1	38	0	980	97	96	78	1533	1450
   18.27	0	0	6	308	89	82	143	471	103
   15.38	0	0	6	264	76	66	127	520	107
   14.42	0	0	9	483	188	182	147	480	176
   13.46	0	0	6	336	94	86	158	550	214
   14.42	0	0	7	452	122	111	186	900	306
   19.23	1	150	10	501	184	171	162	625	379
   18.27	1	25	6	356	121	116	110	445	432
   19.23	0	0	6	460	55	52	186	1100	296
   23.08	1	7	0	360	1	1	115	367	263
   23.08	1	35	0	1498	5	5	103	1495	530
   12.02	0	0	0	441	5	4	154	800	65
   12.02	0	0	7	390	74	72	107	672	94
   12.02	0	0	7	405	91	83	159	800	94
   23.08	1	40	6	395	122	107	204	600	379
   23.08	5	424	10	569	112	94	105	1672	635
   23.08	4	834	0	42	4	2	204	914	666
   32.15	0	0	0	8	1	1	2	8	6
   27.88	2	183	6	132	70	68	192	269	40
   28.80	1	20	9	986	183	160	164	1970	1609
   20.67	3	400	8	637	185	185	59	900	285
   14.42	0	0	6	109	65	62	191	125	41
   16.83	0	0	6	53	43	43	142	52	46
   19.04	0	0	7	62	48	47	97	78	16
   13.46	0	0	6	45	30	29	170	98	17
   14.42	0	0	7	10	10	9	72	16	8
   52.84	1	100	7	475	237	234	55	599	203
   52.88	1	6	7	434	198	190	79	546	273
   22.07	0	0	5	1100	170	164	112	2557	325
   72.12	3	169	7	479	231	213	107	661	498
   16.30	3	12	8	1531	320	299	170	2886	588
   13.41	2	33	8	1793	380	379	60	2736	620
   16.30	2	13	11	1461	376	372	64	2523	646
   17.26	5	36	9	1689	356	336	163	3219	651
   19.18	1	4	4	1560	393	387	58	2651	681
   23.03	3	15	9	1672	355	336	160	2991	681
   16.30	3	18	7	1491	318	298	135	2464	732
   22.07	3	39	9	1606	387	375	85	2631	872
   14.38	6	19	7	1581	349	327	201	2811	913
   21.11	2	20	11	1930	384	381	65	2766	1039
   17.26	3	31	7	1703	352	338	108	2791	1041
   12.45	7	1550	7	1890	337	318	193	3070	1183
   21.11	5	27	7	2344	434	408	148	4157	1201
   18.22	3	11	7	1398	353	318	132	2786	1260
   19.18	5	27	9	1909	362	343	142	3187	1357
   22.07	3	480	15	3290	418	396	114	5030	1369
   22.07	4	2359	16	1812	389	371	118	2939	1390
   18.22	2	16	7	1644	385	359	110	2458	1416
   18.22	1	22	11	1701	371	337	120	3035	1470
   16.30	2	14	13	1592	419	406	80	2591	1552
   18.22	3	36	13	1600	393	364	111	2864	1648
   16.30	3	26	14	1886	405	388	96	3715	1711
   21.11	2	12	13	2231	445	443	59	3242	1787
   16.30	5	622	10	1929	463	432	101	3549	2110
   28.80	5	642	23	1935	402	358	164	3386	2179
   20.14	4	120	14	2139	475	432	99	3600	2364
   33.61	7	1633	9	1506	369	290	162	4192	2402
   21.11	3	23	14	2952	418	370	169	4929	2656
   18.22	5	34	7	2353	459	402	145	3892	2676
   18.22	2	4	7	1929	417	374	184	3204	2711
   18.22	6	1182	10	1910	413	351	173	4000	2832
   17.26	5	1198	14	1964	471	448	91	4114	2923
   21.11	9	1153	8	2183	430	375	190	3993	3095
   21.11	3	1154	22	1224	249	222	167	3656	3103
   22.07	4	1585	13	2153	466	427	119	4862	3313
   21.11	5	1148	16	3642	604	569	94	5876	3555
   23.03	5	75	14	3061	521	469	150	5287	3792
   20.14	7	1122	11	2232	431	344	197	4940	3805
   16.30	6	2232	8	2114	458	401	153	5082	3852
   17.26	6	3224	10	2340	580	538	84	6606	5494
   21.11	9	5400	54	3820	626	542	167	10662	9430
   28.80	11	6906	21	2832	601	506	188	11508	9457
   17.26	12	8337	11	1896	559	415	200	11440	10140
    8.65	2	8	7	136	47	44	99	258	25
   11.54	1	5	6	156	51	48	154	205	47
   19.23	8	709	6	462	153	147	131	1059	441
   12.50	3	12	6	147	44	41	176	312	27
   10.58	4	241	7	148	36	35	80	321	31
   11.54	3	10	7	159	65	58	137	230	41
   11.54	3	38	7	117	50	50	55	318	71
   14.42	3	8	6	188	62	51	168	358	85
   14.42	3	13	6	162	43	43	112	373	102
   11.54	3	44	6	283	51	48	90	344	116
   14.42	5	302	7	188	76	74	63	582	329
   23.08	1	3	7	102	43	43	61	178	60
   22.12	0	0	6	119	49	44	126	196	81
   14.42	4	37	6	190	66	61	187	369	94
   14.42	0	0	6	173	57	56	111	325	103
   18.75	2	7	6	121	57	54	118	207	115
   15.38	2	13	7	196	81	74	95	351	137
   11.54	3	20	7	120	48	48	77	370	20
   14.42	3	15	6	104	43	39	100	315	28
   12.98	3	13	12	101	39	37	159	234	36
   11.54	2	8	6	131	47	43	148	258	19
   19.23	3	13	6	100	48	45	114	313	50
   24.04	0	0	7	247	75	74	60	500	105
   19.23	0	0	6	107	39	38	161	200	12
   24.04	0	0	6	98	50	46	162	150	21
   17.31	0	0	6	102	43	42	179	150	23
   19.23	0	0	6	143	54	52	137	250	31
   14.42	0	0	6	75	38	36	113	100	34
   24.04	0	0	7	180	58	55	95	350	42
   57.69	0	0	6	142	60	57	148	200	50
   30.77	0	0	7	195	64	60	85	350	80
   21.15	0	0	6	117	47	43	190	200	83
   24.04	0	0	7	176	45	42	77	400	89
   19.23	0	0	6	218	74	67	158	400	123
   19.23	0	0	6	162	78	72	188	200	169
   38.46	0	0	6	332	86	74	144	500	172
   25.96	3	551	7	335	112	104	102	951	542
   21.15	4	570	9	384	123	111	108	970	814
   12.50	0	0	6	257	75	67	113	500	137
   14.42	0	0	6	50	21	21	188	100	18
   14.42	0	0	7	67	25	25	60	150	20
   14.42	0	0	7	73	23	23	95	150	21
   14.42	0	0	6	64	19	19	119	150	21
   14.42	0	0	7	78	33	31	78	150	22
   14.42	0	0	6	80	23	22	154	150	22
   14.42	0	0	6	62	19	18	102	150	23
   14.42	0	0	5	95	23	22	171	150	25
   14.42	0	0	6	74	23	22	136	150	31
   12.50	0	0	5	253	52	49	179	600	63
   14.42	1	400	6	343	55	53	185	800	132
   12.50	0	0	6	267	62	51	194	600	140
   14.42	1	75	7	105	50	45	131	163	46
   12.50	0	0	6	452	141	74	133	500	207
   24.04	0	0	6	308	106	96	191	400	247
    8.65	0	0	0	16	7	5	177	8	31
   13.46	0	0	7	127	40	39	86	300	35
    7.69	0	0	6	210	63	58	128	357	88
   14.42	0	0	7	253	76	74	98	450	120
   16.35	0	0	7	293	82	77	98	550	159
   21.15	0	0	6	236	69	61	138	450	170
    9.62	0	0	6	356	82	71	157	600	322
   19.23	0	0	6	188	66	60	180	300	111
   14.42	0	0	6	215	54	50	177	300	116
   13.46	0	0	6	275	79	75	184	500	127
   12.50	0	0	6	257	71	64	125	500	132
   16.35	0	0	6	274	69	61	179	500	206
   28.85	0	0	6	155	45	45	113	400	26
   11.54	0	0	6	162	31	30	126	400	45
   11.54	0	0	7	163	29	29	95	510	47
   11.54	0	0	7	182	43	42	68	504	49
   11.54	0	0	6	160	31	30	145	337	109
    9.62	0	0	7	269	54	52	78	700	56
    9.62	0	0	7	296	61	58	94	700	65
    9.62	0	0	7	274	52	50	78	700	84
    9.62	0	0	7	320	79	73	97	700	92
   10.58	0	0	7	281	56	52	78	700	95
    9.62	0	0	7	334	74	68	92	700	104
   10.58	0	0	7	282	62	59	79	695	149
   11.54	0	0	7	348	95	91	96	700	158
   18.99	1	543	6	871	165	148	159	2475	190
   18.99	0	0	6	966	136	125	159	2616	203
   18.99	1	1725	0	718	198	188	188	1744	343
   16.63	0	0	6	410	52	49	168	1010	22
   14.42	5	75	0	15	8	2	152	85	69
   11.54	0	0	7	124	53	49	95	150	43
   11.54	0	0	6	141	47	44	203	170	59
   11.54	2	100	6	143	73	69	150	230	63
   11.54	2	63	7	231	109	103	87	341	113
   12.02	0	0	6	378	111	105	169	700	117
   17.31	0	0	7	541	106	104	178	1030	79
   17.79	0	0	6	775	113	108	155	2032	130
   17.79	1	15	7	325	119	114	85	415	151
   17.79	0	0	6	1427	294	291	148	2034	554
   13.46	0	0	6	1489	307	299	137	3050	778
   23.08	0	0	6	306	106	104	190	376	136
   13.94	0	0	7	137	56	55	78	200	19
   23.08	4	290	7	224	120	117	75	295	101
   17.31	0	0	6	266	90	82	110	500	203
   17.31	0	0	6	327	90	81	112	507	319
   15.87	0	0	7	228	100	100	65	350	123
   15.87	0	0	6	243	92	83	201	350	251
   27.40	0	0	6	193	75	70	184	330	217
   23.08	0	0	6	169	62	57	168	308	89
   23.08	1	50	7	258	95	90	96	344	90
   16.83	0	0	6	1155	280	274	187	2032	235
   17.79	5	415	6	474	209	196	196	815	724
   15.38	1	13	6	868	147	142	185	2013	325
   14.42	0	0	6	1240	157	153	157	2976	708
   17.31	1	22	6	1775	237	227	184	4081	1215
   17.31	2	4047	11	3879	572	560	153	7902	4840
   17.31	5	5663	11	3405	610	597	202	9488	6073
   18.27	1	37	6	2261	431	412	201	3337	1014
   19.23	1	12	9	2244	399	391	195	4977	1411
   19.23	1	1	10	2062	387	370	140	3909	2023
   19.23	0	0	8	1498	224	218	127	4940	550
   11.54	0	0	7	1250	228	204	162	2953	863
   11.54	0	0	7	1269	235	223	162	2964	1383
   24.04	1	500	6	2570	380	370	133	3422	1528
   14.42	0	0	6	1905	382	359	136	3990	1869
   11.54	0	0	7	1602	295	231	167	2965	1913
   19.23	1	6	15	1148	243	213	179	2190	2096
   21.15	1	20	8	1596	275	243	182	4235	2204
   11.54	0	0	7	1816	292	260	167	3965	2545
   24.04	2	4628	4	3686	238	235	140	5528	2887
   12.45	0	0	6	1244	193	188	138	3062	428
   17.31	0	0	6	1170	218	215	171	2400	506
   18.27	1	7	6	2117	373	361	186	3885	537
   17.31	1	25	7	2899	411	405	193	4020	693
   11.54	1	39	7	2864	362	355	191	6669	928
   15.38	0	0	6	2004	403	399	184	3390	1042
   18.27	1	9	6	3072	496	485	190	3926	1533
   19.23	0	0	7	1598	293	273	135	3965	2349
   17.31	2	60	6	4725	589	580	196	6620	3158
    5.72	3	50	0	425	96	95	124	426	414
    5.72	6	398	0	577	89	85	169	657	582
    5.72	6	68	0	999	105	100	105	2773	805
    5.72	9	678	0	794	102	95	181	873	868
    5.72	4	93	0	814	110	103	131	1428	890
    5.72	6	987	0	947	95	92	171	1138	1107
    5.72	3	131	0	836	101	98	122	1236	1128
    5.72	3	107	0	914	107	97	131	2380	1149
    5.72	9	234	0	978	115	104	106	2901	1184
    5.72	2	58	0	795	102	100	129	2306	1192
    5.72	4	68	0	863	99	98	122	1708	1200
    5.72	7	648	0	1130	143	99	181	1389	1267
    5.72	7	1271	0	1163	138	99	182	2498	1290
    5.72	10	814	0	1296	99	94	193	1213	1313
    5.72	2	89	0	777	92	90	127	1381	1345
    5.72	9	200	0	1161	151	107	175	3259	1389
    5.72	2	59	0	843	105	103	93	1505	1428
    5.72	3	68	0	936	112	108	131	2394	1565
    5.72	8	1809	0	1642	141	98	181	2023	1647
    5.72	2	60	0	1249	147	144	130	2559	1802
    5.72	11	215	0	1644	143	101	192	2055	1928
    5.72	8	392	0	1005	117	108	121	3233	2449
   19.23	0	0	7	1940	304	294	166	2948	602
   19.23	0	0	7	1821	345	343	157	2374	959
   19.23	0	0	6	1417	241	233	171	2446	1089
   21.15	1	9	7	3330	434	421	193	4842	2249
   19.23	0	0	9	1967	344	343	147	3460	465
   20.19	2	63	7	2031	360	359	169	4009	764
   19.23	0	0	7	2039	323	319	129	4012	1382
   17.31	0	0	6	3143	349	344	163	3880	962
   18.27	2	329	6	1350	195	192	181	3524	308
   11.54	0	0	6	1533	280	261	152	2875	1129
   21.15	1	296	11	1952	404	388	168	4793	3746
   19.23	2	2162	8	2830	512	473	201	6042	5093
   21.15	0	0	6	1369	203	194	135	3450	201
   19.23	1	28	6	1056	205	190	182	2452	668
   19.23	0	0	8	883	266	263	145	2424	711
   19.23	0	0	6	1873	304	290	154	2915	1062
   19.23	0	0	6	2450	443	438	143	3487	1364
   17.31	1	12	6	2239	430	415	197	3557	1986
   24.04	0	0	2	2822	467	448	142	4875	4492
   14.42	1	4	16	1573	215	205	199	3868	432
   19.23	1	26	6	2281	319	315	157	2926	713
   19.23	0	0	7	1710	269	264	156	3400	947
   17.31	0	0	8	1108	157	143	180	2930	172
   17.31	0	0	8	1857	372	362	192	2900	379
   16.35	3	42	2	1556	208	208	88	3032	373
   28.80	0	0	6	475	165	161	149	813	392
   15.38	2	11	9	2305	375	368	87	2999	520
   17.31	1	3	8	1801	332	332	59	2541	791
   17.31	2	2	8	1772	276	256	162	2522	818
   17.31	2	4	11	1435	296	289	98	2484	831
   16.35	2	15	6	1905	343	321	138	2725	1190
   17.31	3	4	8	2731	435	431	153	3081	1304
   17.79	3	6	12	2117	345	335	94	3014	1310
   17.31	1	4	11	2191	350	344	81	3000	1434
   17.31	3	9	7	3278	494	476	146	3989	1594
   17.31	2	3	9	2208	393	332	132	3048	1648
   17.79	2	6	9	1631	288	271	94	3066	1661
   17.31	2	4	6	2637	457	430	148	3082	1972
   17.31	1	1	10	1820	285	281	165	2969	709
   28.80	1	1	6	426	156	154	149	679	365
    7.64	0	0	7	1556	360	357	64	2175	348
    7.64	2	4	6	1421	290	283	116	2412	372
    6.68	3	302	7	1438	318	318	59	2785	518
    7.64	3	9	6	1649	298	291	143	3105	548
    6.68	3	303	7	1450	321	320	59	2862	559
    7.64	3	4	7	1801	263	253	152	3028	579
    7.64	3	703	8	2166	403	401	195	3887	612
    6.68	3	303	7	1449	319	318	59	2826	630
    7.64	1	2	6	1548	323	311	117	2634	659
    7.64	2	701	7	2091	384	382	178	3885	671
    7.64	2	3	8	1566	368	361	88	1987	853
    7.64	2	4	7	1558	306	300	94	2548	881
    7.64	3	14	6	1381	295	291	115	2198	882
    7.64	2	3	7	1684	304	285	191	2777	952
    6.68	3	303	7	1772	407	406	64	2907	968
    7.64	1	1	6	1692	319	297	193	2561	986
    7.64	3	3	7	1677	267	261	152	2723	990
    7.64	2	5	7	1350	282	273	98	2629	995
    7.64	3	3	6	1906	387	372	189	3067	1003
    6.68	4	305	7	1880	353	303	153	3437	1014
    7.64	2	2	6	1648	284	276	132	3026	1037
    6.68	3	303	7	2123	448	444	81	3423	1064
    7.64	1	1	12	1674	291	287	133	3081	1093
    7.64	2	702	6	2089	385	380	174	3870	1097
    7.64	3	4	6	1753	349	344	185	3148	1193
    7.64	3	703	6	2693	449	445	189	3499	1375
    6.68	4	304	7	2013	450	388	189	3448	1406
    7.64	2	5	7	2109	352	341	94	2645	1451
    7.64	3	3	9	1670	283	269	150	3119	1456
    6.68	5	312	8	2629	480	458	86	3422	1474
    7.64	2	4	7	1759	383	373	98	2614	1474
    6.68	5	306	6	1886	336	290	111	2828	1561
    6.68	7	1511	7	2994	452	405	104	5611	1613
    6.68	7	1512	7	3018	460	408	104	5586	1663
    6.68	5	307	6	1914	349	295	111	2815	1664
    7.64	2	1	7	1570	331	320	186	3077	1768
    6.68	5	330	8	2568	455	435	86	3457	1818
    7.64	1	3	7	2089	360	347	81	3139	1826
    7.64	2	3	12	2207	424	409	189	3163	1831
    6.68	2	4	6	2314	402	388	138	3022	1891
    6.68	4	304	7	2126	392	342	111	2836	1904
    7.64	2	3	6	1721	339	329	117	3103	1972
    6.68	7	1463	7	3010	462	405	104	5645	2024
    6.68	2	5	6	2325	397	387	138	3086	2049
    6.68	5	305	6	2143	423	377	146	3245	2162
    6.68	4	303	9	2772	504	458	197	3135	2255
    6.68	2	8	8	2319	404	390	138	3008	2468
   17.31	2	2	5	2016	434	427	185	2952	1837
   16.35	2	4	8	2358	396	386	188	3008	593
   16.35	1	1	7	1793	320	319	59	2139	684
   16.35	2	7	8	2114	326	321	174	2967	869
   17.31	1	2	9	1886	355	349	64	2592	1413
   17.31	1	5	10	2305	353	337	102	3065	1880
   16.35	2	3	6	2499	439	417	193	2712	2271
   17.31	1	2	8	2579	455	426	146	2832	2406
   16.35	3	1004	6	2052	354	346	189	3954	468
   15.38	3	16	6	1860	374	366	120	2586	504
   17.31	2	1	8	2842	400	390	182	3037	848
   16.35	1	3	6	1944	305	298	110	2805	920
   17.31	1	0	10	1697	327	325	64	2585	1150
   15.38	2	3	6	2093	331	327	129	3003	1157
   17.31	2	3	8	2292	344	341	124	3063	1293
   16.35	3	4	8	2289	452	440	195	3060	2247
   16.35	1	10	10	2070	349	348	67	3020	714
   16.83	1	23	8	2372	410	406	78	2988	838
   16.35	3	9	8	2052	360	345	114	3014	880
   19.18	2	13	6	449	108	100	159	1042	181
   17.26	3	18	6	465	125	117	187	1018	208
   33.61	3	20	6	584	213	206	107	878	381
   38.41	4	636	8	703	131	122	157	1474	386
   38.41	4	47	6	745	146	136	157	1505	624
   17.26	1	29	6	662	178	160	130	1922	1028
   13.41	3	1079	6	665	152	116	185	2013	1171
   38.41	2	18	7	969	263	256	91	1439	1236
   19.18	2	17	6	937	192	171	186	1917	1660
   15.34	2	1577	7	772	287	275	78	2952	1966
   19.18	3	31	6	262	97	86	198	742	86
   16.30	3	35	7	271	119	115	90	339	123
   18.22	3	16	6	380	93	84	197	966	133
   18.22	2	22	6	389	116	105	145	672	386
    2.79	0	0	0	4	4	4	37	200	3
    2.79	0	0	7	67	37	37	71	100	15
    2.79	0	0	7	58	30	30	93	100	19
    2.79	0	0	7	68	34	34	76	100	20
    2.79	0	0	7	60	27	27	58	100	22
    2.79	0	0	7	56	28	28	62	100	22
    2.79	0	0	7	62	28	28	87	100	22
    2.79	0	0	6	71	27	27	86	150	22
    2.79	0	0	6	89	26	26	179	200	23
    2.79	0	0	0	62	28	28	49	100	24
